Record ID,Incident Year,Incident Month,Incident Day,Operator,Aircraft ,Engines,Engine Type,Airport,State,FAA Region,Warning Issued,Flight Phase,Visibility,Precipitation,Height,Height Bands,Speed,Speed Bands,Species Name,Species Quantity,Flight Impact,Aircraft Damage,Engine Ingested
125213,1991,11,17,America West Airlines,B-737-300,2,D,Mc Carran Intl Arpt,NV,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
104251,1991,11,17,1Us Airways,B-737-200,2,D,Jacksonville Intl,FL,ASO,No,APPROACH,NIGHT,NONE,50,Low Altitude,125,Medium Speed,Gull,1,NONE,No,No
108828,1991,11,17,American Airlines,MD-80,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,LANDING ROLL,DAY,NONE,0,On Ground,100,Low Speed,Sparrow,1,NONE,No,No
107094,1991,11,17,American Airlines,B-727-200,3,D,Baltimore/Wash Intl Thurgood Marshal Arpt,MD,AEA,No,CLIMB,NIGHT,NONE,1000,Medium Altitude,200,Medium Speed,Unknown Medium Bird,1,NONE,No,No
114678,1991,11,17,Unknown,C-182 SKYLAN,1,A,Hartford-Brainard Arpt,CT,ANE,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,60,Low Speed,Blackbird,1,NONE,No,No
114677,1991,11,17,Southwest Airlines,B-737-300,2,D,Albuquerque Intl Sunport,NM,ASW,No,LANDING ROLL,DAY,NONE,0,On Ground,125,Medium Speed,Sparrow,2-10,NONE,No,No
107175,1991,11,17,Business,GULFSTREAM II,2,D,Addison,TX,ASW,No,CLIMB,DAY,NONE,50,Low Altitude,150,Medium Speed,Rock Pigeon,2-10,NONE,Yes,No
101704,1991,11,18,1Us Airways,B-737-300,2,D,Fayettville Regnl Arpt/Grannis Field,NC,ASO,No,CLIMB,DAWN,NONE,3000,High Altitude,230,High Speed,Unknown Medium Bird,2-10,NONE,No,Yes
115689,1991,11,18,American Airlines,MD-88,2,D,Pueblo Memorial Arpt,CO,ANM,Yes,APPROACH,NIGHT,NONE,2000,Medium Altitude,180,Medium Speed,Unknown Medium Bird,2-10,NONE,Yes,No
105789,1991,11,18,Trans World Airlines,B-727,3,D,Pueblo Memorial Arpt,CO,ANM,No,APPROACH,DAY,NONE,50,Low Altitude,130,Medium Speed,Unknown Medium Bird,1,NONE,No,No
114879,1991,11,18,Business,BE-90  KING,2,C,Lincoln Arpt,NE,ACE,Yes,APPROACH,NIGHT,NONE,600,Medium Altitude,120,Medium Speed,Duck,2-10,NONE,No,No
109872,1991,11,18,Expressjet (Continental Exprs),EMB-120,2,C,George Bush Intercontinental/ Houston Arpt,TX,ASW,No,APPROACH,NIGHT,FOG,2000,Medium Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,Yes,No
1340,1991,11,18,Military,C-21A,0,NA,Pueblo Memorial Arpt,CO,ANM,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,120,Medium Speed,Horned Lark,1,NONE,No,No
101129,1991,11,18,Westair Commuter,SHORTS 360,2,C,Charles M. Schulz-Sonoma County Arpt,CA,AWP,No,APPROACH,DAY,NONE,200,Low Altitude,120,Medium Speed,Unknown Small Bird,2-10,NONE,No,No
105027,1991,11,18,Northwest Airlines,DC-9,2,D,Greater Rochester Intl,NY,AEA,No,CLIMB,DAY,NONE,20,Low Altitude,140,Medium Speed,Sparrow,2-10,NONE,No,No
115690,1991,11,18,Emery Worldwide,DC-8,4,D,Metro Oakland Intl,CA,AWP,No,APPROACH,NIGHT,NONE,100,Low Altitude,0,Stationary,Gull,2-10,NONE,No,No
104641,1991,11,19,Pinnacle,DORNIER 228,2,C,Albany Intl,NY,AEA,Yes,CLIMB,NIGHT,RAIN,1100,Medium Altitude,140,Medium Speed,Duck,2-10,PRECAUTIONARY LANDING,Yes,No
117016,1991,11,19,Trans World Airlines,DC-9,2,D,Lambert-St Louis Intl,MO,ACE,No,APPROACH,DAY,RAIN,150,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
1341,1991,11,19,Military,C-21A,0,NA,Pueblo Memorial Arpt,CO,ANM,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,120,Medium Speed,Horned Lark,1,NONE,No,No
105109,1991,11,20,Business,BE-200 KING,2,C,Robt J Miller Air Park,NJ,AEA,No,CLIMB,DAY,NONE,220,Low Altitude,125,Medium Speed,Turkey Vulture,1,PRECAUTIONARY LANDING,Yes,Yes
112030,1991,11,20,Privately Owned,C-414,2,A,Palo Alto Arpt Of Santa Clara County,CA,AWP,No,APPROACH,NIGHT,NONE,100,Low Altitude,100,Low Speed,Gull,2-10,NONE,No,No
5162,1991,11,20,Military,T-37B,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,CLIMB,DAWN,NONE,30,Low Altitude,85,Low Speed,Peregrine Falcon,1,NONE,No,Yes
107913,1991,11,20,1Us Airways,B-737-200,2,D,John F Kennedy Intl,NY,AEA,No,APPROACH,DAY,NONE,50,Low Altitude,130,Medium Speed,Gull,1,NONE,No,No
101905,1991,11,20,Continental Airlines,DC-9-50,2,D,Greater Rochester Intl,NY,AEA,No,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,Yes,No
117841,1991,11,20,Business,C-152,1,A,Palo Alto Arpt Of Santa Clara County,CA,AWP,No,APPROACH,DAY,NONE,30,Low Altitude,60,Low Speed,Terns,2-10,NONE,No,No
117733,1991,11,20,1Us Airways,B-737-200,2,D,Akron-Canton Regional,OH,AGL,No,TAKEOFF RUN,DUSK,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
114525,1991,11,20,Southwest Airlines,B-737-200,2,D,Metro Oakland Intl,CA,AWP,No,APPROACH,NIGHT,NONE,190,Low Altitude,128,Medium Speed,Unknown Small Bird,1,NONE,No,No
111943,1991,11,20,Aloha Airlines,B-737-200,2,D,Kahului Arpt,HI,AWP,Yes,CLIMB,DAY,NONE,50,Low Altitude,150,Medium Speed,Unknown Small Bird,1,NONE,No,No
128922,1991,11,20,Alaska Airlines,B-727-200,3,D,Juneau Intl Arpt,AK,AAL,Unknown,APPROACH,DAY,NONE,0,On Ground,0,Stationary,Gull,2-10,NONE,Yes,No
100945,1991,11,20,Northwest Airlines,DC-9,2,D,Memphis Intl,TN,ASO,No,APPROACH,NIGHT,NONE,1100,Medium Altitude,0,Stationary,Duck,1,NONE,No,No
118223,1991,11,20,Southwest Airlines,B-737-300,2,D,Metro Oakland Intl,CA,AWP,No,APPROACH,NIGHT,NONE,300,Low Altitude,130,Medium Speed,Gull,2-10,NONE,No,No
120595,1991,11,21,American Airlines,MD-80,2,D,Unknown,UNKNOWN,NA,No,APPROACH,NIGHT,NONE,50,Low Altitude,140,Medium Speed,Unknown Small Bird,1,NONE,No,No
115279,1991,11,21,Aloha Airlines,B-737-200,2,D,Lanai Arpt,HI,AWP,No,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,80,Low Speed,Unknown Small Bird,1,NONE,No,No
105948,1991,11,21,Abx Air,DC-9-30,2,D,Lubbock Preston Smith Intl Arpt,TX,ASW,No,APPROACH,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
7587,1991,11,21,Military,T-38A,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,CLIMB,DAY,NONE,250,Low Altitude,150,Medium Speed,White-Eyed Vireo,2-10,NONE,No,No
101361,1991,11,21,Commutair,BE-1900,2,C,Albany Intl,NY,AEA,No,TAKEOFF RUN,DAY,RAIN,0,On Ground,130,Medium Speed,Rock Pigeon,2-10,PRECAUTIONARY LANDING,No,No
110595,1991,11,21,Business,PA-28,1,A,Gila Bend Municipal,AZ,AWP,Unknown,CLIMB,NIGHT,NONE,0,On Ground,0,Stationary,Deer,1,NONE,Yes,No
111857,1991,11,21,Business,BE-95,2,A,Page Field Arpt,FL,ASO,No,TAKEOFF RUN,DAY,NONE,0,On Ground,80,Low Speed,New World Vultures,1,NONE,No,No
108463,1991,11,21,American Airlines,B-767-300,2,D,Orly,UNKNOWN,FGN,No,CLIMB,DAY,NONE,200,Low Altitude,180,Medium Speed,Northern Lapwing,2-10,PRECAUTIONARY LANDING,Yes,Yes
104448,1991,11,22,1Us Airways,FOKKER F100,2,D,Charlotte/Douglas Intl Arpt,NC,ASO,No,CLIMB,NIGHT,NONE,1000,Medium Altitude,0,Stationary,Unknown Large Bird,1,NONE,No,No
123901,1991,11,22,Pinnacle,SAAB-340,2,C,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
100451,1991,11,22,Business,LEARJET-55,2,D,Dutchess County Arpt,NY,AEA,Yes,TAKEOFF RUN,DAY,RAIN,0,On Ground,120,Medium Speed,Gull,2-10,PRECAUTIONARY LANDING,Yes,Yes
109328,1991,11,22,Southwest Airlines,B-737-300,2,D,Bob Hope Arpt,CA,AWP,Yes,APPROACH,DAY,NONE,0,On Ground,128,Medium Speed,Rock Pigeon,2-10,NONE,Yes,Yes
116071,1991,11,22,Air Wisconsin Airlines,DHC8 DASH 8,2,C,Washington Dulles Intl Arpt,DC,AEA,No,APPROACH,DAY,NONE,500,Low Altitude,120,Medium Speed,Blackbird,2-10,NONE,No,No
115849,1991,11,22,Business,HAWKER-SDLY HS125,2,B,Orlando Sanford Intl Arpt,FL,ASO,No,APPROACH,DAY,NONE,5,Low Altitude,105,Medium Speed,Hawk,1,NONE,Yes,No
129841,1991,11,22,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Pacific Golden-Plover,1,NONE,No,No
5164,1991,11,22,Military,C-141B,0,NA,Charleston Afb/Intl Arpt,SC,ASO,Yes,APPROACH,NIGHT,NONE,1000,Medium Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
102674,1991,11,22,Delta Air Lines,B-727,3,D,Cincinnati/Northern Kentucky Intl Arpt,KY,ASO,No,CLIMB,NIGHT,NONE,6000,High Altitude,250,High Speed,Unknown Large Bird,1,NONE,Yes,No
106184,1991,11,22,American Airlines,B-727-200,3,D,Nashville Intl,TN,ASO,No,DESCENT,NIGHT,NONE,8000,High Altitude,250,High Speed,Unknown Medium Bird,1,NONE,No,No
115808,1991,11,22,Precision Airline,DORNIER,2,NA,Lebanon Municipal Arpt (Nh),NH,ANE,Yes,CLIMB,DAY,RAIN,90,Low Altitude,0,Stationary,Gull,1,NONE,No,No
101032,1991,11,22,1Us Airways,B-737-300,2,D,Baltimore/Wash Intl Thurgood Marshal Arpt,MD,AEA,Yes,TAKEOFF RUN,DAY,FOG,0,On Ground,135,Medium Speed,Herring Gull,11-100,PRECAUTIONARY LANDING,Yes,Yes
1342,1991,11,22,Military,T-38A,0,NA,Phoenix-Mesa Gateway,AZ,AWP,Unknown,APPROACH,DAY,NONE,500,Low Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104195,1991,11,23,United Airlines,DC-10,3,D,Washington Dulles Intl Arpt,DC,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,Yes,No
1343,1991,11,23,Military,T-38A,0,NA,Roswell Intl Air Center,NM,ASW,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
116546,1991,11,23,American Airlines,DC-9,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,20,Low Altitude,145,Medium Speed,Unknown Small Bird,1,NONE,No,No
111772,1991,11,24,Trans World Airlines,L-1011,3,D,General Edward Lawrence Logan Intl Arpt,MA,ANE,Yes,LANDING ROLL,NIGHT,NONE,0,On Ground,50,Low Speed,Snowy Owl,1,NONE,No,No
107992,1991,11,24,Expressjet (Continental Exprs),ATR-42,2,C,Greater Binghamton Arpt/Edwin A Link Field,NY,AEA,Yes,TAKEOFF RUN,DAY,RAIN,0,On Ground,80,Low Speed,Gull,2-10,ABORTED TAKEOFF,No,No
106376,1991,11,24,1Us Airways,B-737-300,2,D,Syracuse Hancock Intl,NY,AEA,Yes,CLIMB,DAY,RAIN,200,Low Altitude,140,Medium Speed,Gull,1,NONE,No,No
107434,1991,11,24,1Us Airways,B-737-300,2,D,Long Island Mac Arthur,NY,AEA,Yes,APPROACH,DAY,FOG,300,Low Altitude,140,Medium Speed,Herring Gull,2-10,NONE,No,Yes
104344,1991,11,24,Business,LEARJET-35,2,D,Sullivan County Intl,NY,AEA,Yes,CLIMB,DAY,NONE,35,Low Altitude,160,Medium Speed,Gull,2-10,ENGINE SHUTDOWN,Yes,Yes
106924,1991,11,24,American Airlines,B-727-200,3,D,Louie Armstrong New Orleans Intl Arpt,LA,ASW,Yes,APPROACH,DAY,NONE,150,Low Altitude,140,Medium Speed,Unknown Small Bird,1,NONE,No,No
113336,1991,11,25,Delta Air Lines,MD-88,2,D,Palm Beach Intl,FL,ASO,No,APPROACH,NIGHT,NONE,1100,Medium Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100024,1991,11,25,Caledonian Airways,C-152,1,A,Terre Haute Intl Arpt-Hulman Field,IN,AGL,No,APPROACH,UNKNOWN,NONE,900,Medium Altitude,70,Low Speed,Unknown Medium Bird,1,PRECAUTIONARY LANDING,No,No
1344,1991,11,25,Military,T-38A,0,NA,Phoenix-Mesa Gateway,AZ,AWP,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,148,Medium Speed,Unknown Medium Bird,1,NONE,Yes,Yes
108157,1991,11,25,American Airlines,B-727,3,D,Nashville Intl,TN,ASO,No,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Unknown Small Bird,1,NONE,No,No
126565,1991,11,25,American Airlines,B-727-200,3,D,El Salvador Intl,UNKNOWN,FGN,No,CLIMB,DAY,NONE,100,Low Altitude,160,Medium Speed,Swallow,1,NONE,No,No
100982,1991,11,25,1Us Airways,FOKKER F28 MK 1000,2,D,Gainesville Reg Arpt,FL,ASO,No,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,Thrushes,1,NONE,Yes,No
128742,1991,11,25,United Airlines,B-727-200,3,D,Charleston Afb/Intl Arpt,SC,ASO,Unknown,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,2-10,NONE,No,No
107613,1991,11,25,1Us Airways,FOKKER F28 MK 1000,2,D,Lambert-St Louis Intl,MO,ACE,Yes,CLIMB,DAWN,NONE,50,Low Altitude,165,Medium Speed,Unknown Small Bird,1,NONE,No,No
100679,1991,11,26,Air Midwest,BE-1900,2,C,Kansas City Intl,MO,ACE,Yes,APPROACH,DAY,NONE,10,Low Altitude,110,Medium Speed,European Starling,1,NONE,No,No
122160,1991,11,26,American Airlines,B-757-200,2,D,Ronald Reagan Washington National Arpt,DC,AEA,No,DESCENT,NIGHT,NONE,4000,High Altitude,220,High Speed,Unknown Medium Bird,1,NONE,No,No
126987,1991,11,26,Business,SA227 AC METRO III,2,C,Grand Canyon National,AZ,AWP,Unknown,LANDING ROLL,NIGHT,NONE,0,On Ground,0,Stationary,Mule Deer,1,NONE,Yes,No
104287,1991,11,26,Trans World Airlines,DC-9,2,D,Pittsburgh Intl Arpt,PA,AEA,Unknown,TAKEOFF RUN,NIGHT,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,PRECAUTIONARY LANDING,Yes,No
129843,1991,11,26,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Pacific Golden-Plover,1,NONE,No,No
118406,1991,11,26,American Airlines,MD-80,2,D,Unknown,UNKNOWN,NA,No,UNKNOWN,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
104063,1991,11,26,1Us Airways,B-767-200,2,D,Los Angeles Intl,CA,AWP,No,TAKEOFF RUN,DAY,NONE,0,On Ground,110,Medium Speed,Rock Pigeon,2-10,ABORTED TAKEOFF,Yes,Yes
129842,1991,11,26,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Zebra Dove,1,NONE,No,No
117243,1991,11,27,Southwest Airlines,B-737-300,2,D,Bob Hope Arpt,CA,AWP,No,TAKEOFF RUN,NIGHT,NONE,0,On Ground,135,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104782,1991,11,27,American Airlines,MD-80,2,D,Orlando Intl,FL,ASO,No,LANDING ROLL,DAY,NONE,0,On Ground,120,Medium Speed,Gull,2-10,NONE,No,No
117279,1991,11,27,American Airlines,MD-88,2,D,Orlando Intl,FL,ASO,Yes,LANDING ROLL,DAY,NONE,0,On Ground,120,Medium Speed,Unknown Small Bird,2-10,NONE,Yes,No
125311,1991,11,27,Japan Airlines,B-747-400,4,D,John F Kennedy Intl,NY,AEA,Unknown,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Snowy Owl,1,NONE,No,Yes
102924,1991,11,28,Air Logistics,BELL-206,1,F,Unknown,UNKNOWN,NA,Yes,EN ROUTE,DAY,NONE,500,Low Altitude,110,Medium Speed,Unknown Medium Bird,1,NONE,Yes,No
105588,1991,11,29,Privately Owned,C-210 CENTUR,1,A,San Carlos Arpt,CA,AWP,No,LANDING ROLL,DAY,NONE,0,On Ground,40,Low Speed,Rock Pigeon,2-10,NONE,No,No
105891,1991,11,29,Precision Airline,DA-200 FALCON,2,D,Albany Intl,NY,AEA,Yes,CLIMB,DUSK,RAIN,800,Medium Altitude,130,Medium Speed,Duck,2-10,PRECAUTIONARY LANDING,Yes,No
105929,1991,11,29,American Airlines,B-727-100,3,D,Jacksonville Intl,FL,ASO,No,CLIMB,DAY,FOG,500,Low Altitude,140,Medium Speed,Unknown Small Bird,2-10,NONE,No,No
101976,1991,11,29,Privately Owned,PA-28,1,A,Greater Rochester Intl,NY,AEA,Unknown,TAKEOFF RUN,DAY,FOG,0,On Ground,0,Stationary,Gull,2-10,NONE,No,No
107678,1991,11,30,Business,C-172,1,A,Essex County Airport,NJ,AEA,Unknown,LANDING ROLL,DUSK,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,No,No
104163,1991,11,30,Business,PA-42,2,C,Danbury Municipal Arpt,CT,ANE,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,95,Low Speed,Gull,1,NONE,No,No
114640,1991,11,30,Southwest Airlines,B-737-200,2,D,Lubbock Preston Smith Intl Arpt,TX,ASW,No,APPROACH,NIGHT,NONE,1400,Medium Altitude,190,Medium Speed,Snow Goose,2-10,OTHER,Yes,No
103590,1991,12,1,Northwest Airlines,B-727,3,D,Southwest Florida Intl Arpt,FL,ASO,Yes,CLIMB,DAY,NONE,500,Low Altitude,180,Medium Speed,New World Vultures,1,NONE,No,No
113961,1991,12,1,Privately Owned,PA-28,1,A,Linden Airport,NJ,AEA,No,APPROACH,NIGHT,NONE,7,Low Altitude,53,Low Speed,Gull,Over 100,NONE,Yes,No
122804,1991,12,1,American Airlines,DC-10-10,3,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
114376,1991,12,1,Precision Airline,DORNIER 228,2,C,Bradley Intl,CT,ANE,No,TAKEOFF RUN,DAY,NONE,0,On Ground,60,Low Speed,Rock Pigeon,11-100,ABORTED TAKEOFF,Yes,Yes
115437,1991,12,1,Privately Owned,ROBINSON R22,1,A,Savannah/Hilton Head Intl Arpt,GA,ASO,Yes,CLIMB,DAY,NONE,600,Medium Altitude,60,Low Speed,Gull,1,NONE,Yes,No
102141,1991,12,1,Business,RKWL SABRLNR,2,B/D,Lovell Field Arpt,TN,ASO,No,TAKEOFF RUN,DAY,RAIN,0,On Ground,0,Stationary,Gull,2-10,ABORTED TAKEOFF,No,No
115564,1991,12,1,1Us Airways,B-737-300,2,D,Philadelphia Intl,PA,AEA,Unknown,APPROACH,UNKNOWN,RAIN,500,Low Altitude,150,Medium Speed,Duck,2-10,NONE,No,No
100415,1991,12,1,Delta Air Lines,MD-88,2,D,Ontario Intl Arpt,CA,AWP,No,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Rock Pigeon,2-10,NONE,No,No
106147,1991,12,1,United Airlines,B-737-300,2,D,Tweed-New Haven Arpt,CT,ANE,Yes,APPROACH,DAY,NONE,100,Low Altitude,130,Medium Speed,Gull,2-10,NONE,No,No
102923,1991,12,2,Unknown,PA-42,2,C,Tweed-New Haven Arpt,CT,ANE,Unknown,CLIMB,DAY,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,PRECAUTIONARY LANDING,No,No
129844,1991,12,2,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
116618,1991,12,3,Business,BAC 1-11,2,D,Dekalb-Peachtree Arpt,GA,ASO,No,APPROACH,DAY,NONE,50,Low Altitude,130,Medium Speed,European Starling,2-10,NONE,No,No
101190,1991,12,3,Business,C-152,1,A,Executive Arpt,FL,ASO,Yes,APPROACH,DAY,NONE,50,Low Altitude,60,Low Speed,Gull,1,NONE,No,No
106148,1991,12,3,American Airlines,MD-82,2,D,Tulsa Intl,OK,ASW,No,APPROACH,NIGHT,NONE,1500,Medium Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
1345,1991,12,3,Military,RF-4C,0,NA,Austin-Bergstrom Intl,TX,ASW,Unknown,LANDING ROLL,NIGHT,NONE,0,On Ground,240,High Speed,Bats,1,NONE,No,No
106219,1991,12,3,Pinnacle,SAAB-340,2,C,Panama City - Bay County Intl,FL,ASO,No,APPROACH,DAY,NONE,150,Low Altitude,115,Medium Speed,Gull,1,NONE,No,No
101252,1991,12,3,Business,PA-42,2,C,Richmond Intl,VA,AEA,No,TAKEOFF RUN,DAY,RAIN,0,On Ground,100,Low Speed,Gull,2-10,NONE,No,No
101204,1991,12,3,American Airlines,MD-82,2,D,Ontario Intl Arpt,CA,AWP,No,APPROACH,DAY,NONE,100,Low Altitude,125,Medium Speed,Unknown Small Bird,1,NONE,No,No
129845,1991,12,3,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
113427,1991,12,4,American Airlines,MD-82,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,APPROACH,UNKNOWN,NONE,200,Low Altitude,130,Medium Speed,Unknown Small Bird,1,NONE,No,No
103991,1991,12,4,Business,C-152,1,A,Palo Alto Arpt Of Santa Clara County,CA,AWP,Yes,APPROACH,NIGHT,NONE,200,Low Altitude,65,Low Speed,Gull,2-10,NONE,Yes,No
126012,1991,12,4,United Airlines,B-747-1/200,4,D,Metro Oakland Intl,CA,AWP,Unknown,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
101653,1991,12,4,Pinnacle,BA-31 JETSTR,2,C,Memphis Intl,TN,ASO,No,CLIMB,NIGHT,NONE,7000,High Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,Yes,No
2373,1991,12,4,Military,C-130E,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,100,Low Altitude,125,Medium Speed,Unknown Medium Bird,0,NONE,No,No
2372,1991,12,4,Military,T-37B,0,NA,Phoenix-Mesa Gateway,AZ,AWP,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,100,Low Speed,Unknown Medium Bird,2-10,NONE,No,No
101523,1991,12,5,Continental Airlines,B-737-200,2,D,Norfolk Intl,VA,AEA,No,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,Unknown Small Bird,1,NONE,No,No
117308,1991,12,5,1Us Airways,MD-80,2,D,Tampa Intl,FL,ASO,No,CLIMB,DAY,NONE,1500,Medium Altitude,170,Medium Speed,Gull,2-10,PRECAUTIONARY LANDING,Yes,Yes
101975,1991,12,5,Alaska Airlines,MD-80,2,D,Portland Intl (Or),OR,ANM,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,Ring-Necked Pheasant,1,NONE,No,No
117383,1991,12,5,Business,C-152,1,A,Spirit Of St Louis,MO,ACE,Yes,TAKEOFF RUN,NIGHT,NONE,0,On Ground,70,Low Speed,Unknown Medium Bird,1,NONE,No,No
104412,1991,12,5,Business,BA-31 JETSTR,2,C,Abilene Regional Arpt,TX,ASW,No,CLIMB,DAY,NONE,2000,Medium Altitude,130,Medium Speed,Killdeer,1,NONE,No,No
103992,1991,12,5,American Airlines,B-727-200,3,D,Chicago O'Hare Intl Arpt,IL,AGL,No,APPROACH,DAY,NONE,15,Low Altitude,100,Low Speed,Unknown Small Bird,2-10,NONE,No,No
2374,1991,12,5,Military,F-16,0,NA,Fort Smith Regional Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,1500,Medium Altitude,180,Medium Speed,Horned Lark,1,NONE,No,No
100095,1991,12,5,American Eagle Airlines,ATR-42,2,C,Ronald Reagan Washington National Arpt,DC,AEA,No,APPROACH,NIGHT,NONE,1800,Medium Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
105878,1991,12,6,American Airlines,B-767-300,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,7,Low Altitude,145,Medium Speed,Unknown Small Bird,2-10,NONE,No,No
100584,1991,12,6,United Airlines,B-727,3,D,Ronald Reagan Washington National Arpt,DC,AEA,No,APPROACH,NIGHT,NONE,300,Low Altitude,140,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
105450,1991,12,6,Business,C-152,1,A,Snohomish Co (Paine Field),WA,ANM,Unknown,CLIMB,DAY,NONE,0,On Ground,0,Stationary,Unknown Small Bird,1,NONE,No,No
123238,1991,12,7,1Us Airways,B-737-300,2,D,Sacramento Intl,CA,AWP,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,Red-Tailed Hawk,1,NONE,Yes,Yes
103191,1991,12,7,1Us Airways,B-737-400,2,D,Orlando Intl,FL,ASO,No,TAKEOFF RUN,NIGHT,FOG,0,On Ground,135,Medium Speed,Unknown Large Bird,1,NONE,Yes,No
129636,1991,12,7,Business,B-727,3,D,La Guardia Arpt,NY,AEA,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,No
110495,1991,12,7,1Us Airways,B-737,2,D,Norfolk Intl,VA,AEA,No,TAKEOFF RUN,DAY,NONE,0,On Ground,120,Medium Speed,Sparrow,1,NONE,No,No
105430,1991,12,8,Express Air,C-402,2,A,Hartford-Brainard Arpt,CT,ANE,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,0,ABORTED TAKEOFF,No,No
104154,1991,12,8,Continental Airlines,B-737-300,2,D,Reno Tahoe Intl,NV,AWP,No,CLIMB,DAWN,NONE,200,Low Altitude,0,Stationary,Gull,1,NONE,No,No
2375,1991,12,9,Military,KC-135E,0,NA,Sacramento Intl,CA,AWP,Unknown,LANDING ROLL,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,0,NONE,No,No
102702,1991,12,9,Ram Air Freight,BE-23 SUNDOWNER,1,A,Essex Skypark,MD,AEA,Unknown,APPROACH,NIGHT,NONE,0,On Ground,60,Low Speed,White-Tailed Deer,0,OTHER,Yes,No
